fecha,producto,cantidad_cajas,precio_venta_caja,total_ventas
2025-10-29,Caja Huevos Granel Primera,2,35000,70000
2025-10-29,Caja Huevos Granel Extra,2,38000,76000
2025-10-29,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-29,Caja Formato 15x12 (docena),1,40000,40000
2025-10-29,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-30,Caja Huevos Granel Primera,2,35000,70000
2025-10-30,Caja Huevos Granel Extra,1,38000,38000
2025-10-30,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-30,Caja Formato 15x12 (docena),1,40000,40000
2025-10-30,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-31,Caja Huevos Granel Primera,2,35000,70000
2025-10-31,Caja Huevos Granel Extra,1,38000,38000
2025-10-31,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-31,Caja Formato 15x12 (docena),1,40000,40000
2025-10-31,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-31,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-01,Caja Huevos Granel Primera,3,35000,105000
2025-11-01,Caja Huevos Granel Extra,1,38000,38000
2025-11-01,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-01,Caja Formato 15x12 (docena),1,40000,40000
2025-11-01,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-01,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-02,Caja Huevos Granel Primera,1,35000,35000
2025-11-02,Caja Huevos Granel Extra,1,38000,38000
2025-11-02,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-11-02,Caja Formato 15x12 (docena),0,40000,0
2025-11-02,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-02,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-03,Caja Huevos Granel Primera,2,35000,70000
2025-11-03,Caja Huevos Granel Extra,1,38000,38000
2025-11-03,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-03,Caja Formato 15x12 (docena),1,40000,40000
2025-11-03,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-03,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-04,Caja Huevos Granel Primera,6,35000,210000
2025-11-04,Caja Huevos Granel Extra,1,38000,38000
2025-11-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-04,Caja Formato 15x12 (docena),1,40000,40000
2025-11-04,Caja Formato 20 Extra Bonito,1,50000,50000
2025-11-04,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-05,Caja Huevos Granel Primera,2,35000,70000
2025-11-05,Caja Huevos Granel Extra,1,38000,38000
2025-11-05,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-05,Caja Formato 15x12 (docena),1,40000,40000
2025-11-05,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-05,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-06,Caja Huevos Granel Primera,3,35000,105000
2025-11-06,Caja Huevos Granel Extra,1,38000,38000
2025-11-06,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-06,Caja Formato 15x12 (docena),1,40000,40000
2025-11-06,Caja Formato 20 Extra Bonito,1,50000,50000
2025-11-06,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-07,Caja Huevos Granel Primera,2,35000,70000
2025-11-07,Caja Huevos Granel Extra,1,38000,38000
2025-11-07,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-07,Caja Formato 15x12 (docena),0,40000,0
2025-11-07,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-08,Caja Huevos Granel Primera,2,35000,70000
2025-11-08,Caja Huevos Granel Extra,1,38000,38000
2025-11-08,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-08,Caja Formato 15x12 (docena),0,40000,0
2025-11-08,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-09,Caja Huevos Granel Primera,1,35000,35000
2025-11-09,Caja Huevos Granel Extra,1,38000,38000
2025-11-09,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-11-09,Caja Formato 15x12 (docena),0,40000,0
2025-11-09,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-09,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-10,Caja Huevos Granel Primera,1,35000,35000
2025-11-10,Caja Huevos Granel Extra,1,38000,38000
2025-11-10,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-10,Caja Formato 15x12 (docena),1,40000,40000
2025-11-10,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-10,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-11,Caja Huevos Granel Primera,3,35000,105000
2025-11-11,Caja Huevos Granel Extra,1,38000,38000
2025-11-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-11,Caja Formato 15x12 (docena),1,40000,40000
2025-11-11,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-11,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-12,Caja Huevos Granel Primera,2,35000,70000
2025-11-12,Caja Huevos Granel Extra,1,38000,38000
2025-11-12,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-12,Caja Formato 15x12 (docena),1,40000,40000
2025-11-12,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-13,Caja Huevos Granel Primera,3,35000,105000
2025-11-13,Caja Huevos Granel Extra,1,38000,38000
2025-11-13,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-13,Caja Formato 15x12 (docena),1,40000,40000
2025-11-13,Caja Formato 20 Extra Bonito,1,50000,50000
2025-11-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-14,Caja Huevos Granel Primera,2,35000,70000
2025-11-14,Caja Huevos Granel Extra,1,38000,38000
2025-11-14,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-14,Caja Formato 15x12 (docena),1,40000,40000
2025-11-14,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-15,Caja Huevos Granel Primera,1,35000,35000
2025-11-15,Caja Huevos Granel Extra,1,38000,38000
2025-11-15,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-15,Caja Formato 15x12 (docena),1,40000,40000
2025-11-15,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-16,Caja Huevos Granel Primera,1,35000,35000
2025-11-16,Caja Huevos Granel Extra,0,38000,0
2025-11-16,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-11-16,Caja Formato 15x12 (docena),0,40000,0
2025-11-16,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-16,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-17,Caja Huevos Granel Primera,2,35000,70000
2025-11-17,Caja Huevos Granel Extra,1,38000,38000
2025-11-17,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-17,Caja Formato 15x12 (docena),1,40000,40000
2025-11-17,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-17,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-18,Caja Huevos Granel Primera,2,35000,70000
2025-11-18,Caja Huevos Granel Extra,1,38000,38000
2025-11-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-18,Caja Formato 15x12 (docena),1,40000,40000
2025-11-18,Caja Formato 20 Extra Bonito,1,50000,50000
2025-11-18,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-19,Caja Huevos Granel Primera,3,35000,105000
2025-11-19,Caja Huevos Granel Extra,1,38000,38000
2025-11-19,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-19,Caja Formato 15x12 (docena),1,40000,40000
2025-11-19,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-19,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-20,Caja Huevos Granel Primera,4,35000,140000
2025-11-20,Caja Huevos Granel Extra,1,38000,38000
2025-11-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-20,Caja Formato 15x12 (docena),1,40000,40000
2025-11-20,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-21,Caja Huevos Granel Primera,2,35000,70000
2025-11-21,Caja Huevos Granel Extra,1,38000,38000
2025-11-21,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-21,Caja Formato 15x12 (docena),1,40000,40000
2025-11-21,Caja Formato 20 Extra Bonito,1,50000,50000
2025-11-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-22,Caja Huevos Granel Primera,1,35000,35000
2025-11-22,Caja Huevos Granel Extra,1,38000,38000
2025-11-22,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-22,Caja Formato 15x12 (docena),1,40000,40000
2025-11-22,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-22,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-23,Caja Huevos Granel Primera,1,35000,35000
2025-11-23,Caja Huevos Granel Extra,0,38000,0
2025-11-23,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-11-23,Caja Formato 15x12 (docena),0,40000,0
2025-11-23,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-23,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-24,Caja Huevos Granel Primera,3,35000,105000
2025-11-24,Caja Huevos Granel Extra,1,38000,38000
2025-11-24,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-24,Caja Formato 15x12 (docena),1,40000,40000
2025-11-24,Caja Formato 20 Extra Bonito,1,50000,50000
2025-11-24,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-25,Caja Huevos Granel Primera,1,35000,35000
2025-11-25,Caja Huevos Granel Extra,1,38000,38000
2025-11-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-25,Caja Formato 15x12 (docena),0,40000,0
2025-11-25,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-26,Caja Huevos Granel Primera,2,35000,70000
2025-11-26,Caja Huevos Granel Extra,1,38000,38000
2025-11-26,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-26,Caja Formato 15x12 (docena),1,40000,40000
2025-11-26,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-26,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-27,Caja Huevos Granel Primera,2,35000,70000
2025-11-27,Caja Huevos Granel Extra,1,38000,38000
2025-11-27,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-27,Caja Formato 15x12 (docena),1,40000,40000
2025-11-27,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-28,Caja Huevos Granel Primera,2,35000,70000
2025-11-28,Caja Huevos Granel Extra,1,38000,38000
2025-11-28,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-28,Caja Formato 15x12 (docena),1,40000,40000
2025-11-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-28,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-29,Caja Huevos Granel Primera,1,35000,35000
2025-11-29,Caja Huevos Granel Extra,1,38000,38000
2025-11-29,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-11-29,Caja Formato 15x12 (docena),0,40000,0
2025-11-29,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-11-30,Caja Huevos Granel Primera,1,35000,35000
2025-11-30,Caja Huevos Granel Extra,0,38000,0
2025-11-30,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-11-30,Caja Formato 15x12 (docena),0,40000,0
2025-11-30,Caja Formato 20 Extra Bonito,0,50000,0
2025-11-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-01,Caja Huevos Granel Primera,3,35000,105000
2025-12-01,Caja Huevos Granel Extra,2,38000,76000
2025-12-01,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-01,Caja Formato 15x12 (docena),1,40000,40000
2025-12-01,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-01,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-02,Caja Huevos Granel Primera,2,35000,70000
2025-12-02,Caja Huevos Granel Extra,3,38000,114000
2025-12-02,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-02,Caja Formato 15x12 (docena),1,40000,40000
2025-12-02,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-02,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-03,Caja Huevos Granel Primera,3,35000,105000
2025-12-03,Caja Huevos Granel Extra,2,38000,76000
2025-12-03,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-03,Caja Formato 15x12 (docena),1,40000,40000
2025-12-03,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-03,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-04,Caja Huevos Granel Primera,3,35000,105000
2025-12-04,Caja Huevos Granel Extra,2,38000,76000
2025-12-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-04,Caja Formato 15x12 (docena),1,40000,40000
2025-12-04,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-04,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-05,Caja Huevos Granel Primera,3,35000,105000
2025-12-05,Caja Huevos Granel Extra,2,38000,76000
2025-12-05,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-05,Caja Formato 15x12 (docena),1,40000,40000
2025-12-05,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-05,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-06,Caja Huevos Granel Primera,2,35000,70000
2025-12-06,Caja Huevos Granel Extra,2,38000,76000
2025-12-06,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-06,Caja Formato 15x12 (docena),1,40000,40000
2025-12-06,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-06,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-07,Caja Huevos Granel Primera,1,35000,35000
2025-12-07,Caja Huevos Granel Extra,1,38000,38000
2025-12-07,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-07,Caja Formato 15x12 (docena),1,40000,40000
2025-12-07,Caja Formato 20 Extra Bonito,0,50000,0
2025-12-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-08,Caja Huevos Granel Primera,2,35000,70000
2025-12-08,Caja Huevos Granel Extra,2,38000,76000
2025-12-08,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-08,Caja Formato 15x12 (docena),1,40000,40000
2025-12-08,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-09,Caja Huevos Granel Primera,3,35000,105000
2025-12-09,Caja Huevos Granel Extra,2,38000,76000
2025-12-09,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-09,Caja Formato 15x12 (docena),1,40000,40000
2025-12-09,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-09,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-10,Caja Huevos Granel Primera,3,35000,105000
2025-12-10,Caja Huevos Granel Extra,2,38000,76000
2025-12-10,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-10,Caja Formato 15x12 (docena),1,40000,40000
2025-12-10,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-10,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-11,Caja Huevos Granel Primera,2,35000,70000
2025-12-11,Caja Huevos Granel Extra,2,38000,76000
2025-12-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-11,Caja Formato 15x12 (docena),1,40000,40000
2025-12-11,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-11,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-12,Caja Huevos Granel Primera,4,35000,140000
2025-12-12,Caja Huevos Granel Extra,2,38000,76000
2025-12-12,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-12,Caja Formato 15x12 (docena),1,40000,40000
2025-12-12,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-13,Caja Huevos Granel Primera,3,35000,105000
2025-12-13,Caja Huevos Granel Extra,2,38000,76000
2025-12-13,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-13,Caja Formato 15x12 (docena),1,40000,40000
2025-12-13,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-14,Caja Huevos Granel Primera,1,35000,35000
2025-12-14,Caja Huevos Granel Extra,1,38000,38000
2025-12-14,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-14,Caja Formato 15x12 (docena),1,40000,40000
2025-12-14,Caja Formato 20 Extra Bonito,0,50000,0
2025-12-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-15,Caja Huevos Granel Primera,2,35000,70000
2025-12-15,Caja Huevos Granel Extra,2,38000,76000
2025-12-15,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-15,Caja Formato 15x12 (docena),1,40000,40000
2025-12-15,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-16,Caja Huevos Granel Primera,3,35000,105000
2025-12-16,Caja Huevos Granel Extra,2,38000,76000
2025-12-16,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-16,Caja Formato 15x12 (docena),1,40000,40000
2025-12-16,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-16,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-17,Caja Huevos Granel Primera,3,35000,105000
2025-12-17,Caja Huevos Granel Extra,2,38000,76000
2025-12-17,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-17,Caja Formato 15x12 (docena),1,40000,40000
2025-12-17,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-17,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-18,Caja Huevos Granel Primera,4,35000,140000
2025-12-18,Caja Huevos Granel Extra,2,38000,76000
2025-12-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-18,Caja Formato 15x12 (docena),1,40000,40000
2025-12-18,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-18,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-19,Caja Huevos Granel Primera,3,35000,105000
2025-12-19,Caja Huevos Granel Extra,2,38000,76000
2025-12-19,Caja Formato 30x6 (1/2 doc),2,40000,80000
2025-12-19,Caja Formato 15x12 (docena),1,40000,40000
2025-12-19,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-19,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-20,Caja Huevos Granel Primera,3,35000,105000
2025-12-20,Caja Huevos Granel Extra,1,38000,38000
2025-12-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-20,Caja Formato 15x12 (docena),1,40000,40000
2025-12-20,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-21,Caja Huevos Granel Primera,2,35000,70000
2025-12-21,Caja Huevos Granel Extra,1,38000,38000
2025-12-21,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-21,Caja Formato 15x12 (docena),1,40000,40000
2025-12-21,Caja Formato 20 Extra Bonito,0,50000,0
2025-12-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-22,Caja Huevos Granel Primera,2,35000,70000
2025-12-22,Caja Huevos Granel Extra,2,38000,76000
2025-12-22,Caja Formato 30x6 (1/2 doc),2,40000,80000
2025-12-22,Caja Formato 15x12 (docena),1,40000,40000
2025-12-22,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-22,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-23,Caja Huevos Granel Primera,4,35000,140000
2025-12-23,Caja Huevos Granel Extra,2,38000,76000
2025-12-23,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-23,Caja Formato 15x12 (docena),1,40000,40000
2025-12-23,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-23,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-24,Caja Huevos Granel Primera,2,35000,70000
2025-12-24,Caja Huevos Granel Extra,2,38000,76000
2025-12-24,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-24,Caja Formato 15x12 (docena),1,40000,40000
2025-12-24,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-24,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-25,Caja Huevos Granel Primera,2,35000,70000
2025-12-25,Caja Huevos Granel Extra,2,38000,76000
2025-12-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-25,Caja Formato 15x12 (docena),1,40000,40000
2025-12-25,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-26,Caja Huevos Granel Primera,2,35000,70000
2025-12-26,Caja Huevos Granel Extra,2,38000,76000
2025-12-26,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-26,Caja Formato 15x12 (docena),1,40000,40000
2025-12-26,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-26,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-12-27,Caja Huevos Granel Primera,3,35000,105000
2025-12-27,Caja Huevos Granel Extra,2,38000,76000
2025-12-27,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-27,Caja Formato 15x12 (docena),1,40000,40000
2025-12-27,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-28,Caja Huevos Granel Primera,1,35000,35000
2025-12-28,Caja Huevos Granel Extra,1,38000,38000
2025-12-28,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-12-28,Caja Formato 15x12 (docena),1,40000,40000
2025-12-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-12-28,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-29,Caja Huevos Granel Primera,3,35000,105000
2025-12-29,Caja Huevos Granel Extra,2,38000,76000
2025-12-29,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-29,Caja Formato 15x12 (docena),1,40000,40000
2025-12-29,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-30,Caja Huevos Granel Primera,3,35000,105000
2025-12-30,Caja Huevos Granel Extra,2,38000,76000
2025-12-30,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-30,Caja Formato 15x12 (docena),1,40000,40000
2025-12-30,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-12-31,Caja Huevos Granel Primera,3,35000,105000
2025-12-31,Caja Huevos Granel Extra,2,38000,76000
2025-12-31,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-12-31,Caja Formato 15x12 (docena),1,40000,40000
2025-12-31,Caja Formato 20 Extra Bonito,1,50000,50000
2025-12-31,Caja Formato 30 Mediano Bonito,1,54000,54000
